period,county_name_Alameda,county_name_Alpine,county_name_Amador,county_name_Butte,county_name_Calaveras,county_name_Colusa,county_name_Contra Costa,county_name_Del Norte,county_name_El Dorado,county_name_Fresno,county_name_Glenn,county_name_Humboldt,county_name_Imperial,county_name_Inyo,county_name_Kern,county_name_Kings,county_name_Lake,county_name_Lassen,county_name_Los Angeles,county_name_Madera,county_name_Marin,county_name_Mariposa,county_name_Mendocino,county_name_Merced,county_name_Modoc,county_name_Mono,county_name_Monterey,county_name_Napa,county_name_Nevada,county_name_Orange,county_name_Placer,county_name_Plumas,county_name_Riverside,county_name_Sacramento,county_name_San Benito,county_name_San Bernardino,county_name_San Diego,county_name_San Francisco,county_name_San Joaquin,county_name_San Luis Obispo,county_name_San Mateo,county_name_Santa Barbara,county_name_Santa Clara,county_name_Santa Cruz,county_name_Shasta,county_name_Sierra,county_name_Siskiyou,county_name_Solano,county_name_Sonoma,county_name_Stanislaus,county_name_Sutter,county_name_Tehama,county_name_Trinity,county_name_Tulare,county_name_Tuolumne,county_name_Ventura,county_name_Yolo,county_name_Yuba,year,month,lagged_neighbor_all_drugs_deaths,lagged_neighbor_all_drugs_monthly_rate,POPESTIMATE,SS_total_number_of_recipients,Fentanyl Seizures lbs,"Poverty Estimate, All Ages","Poverty Percent, All Ages",Median Household Income,county_all_drugs_monthly_rate,UNDER5_PCT_MALE,513_PCT_MALE,1417_PCT_MALE,1824_PCT_MALE,16PLUS_PCT_MALE,18PLUS_PCT_MALE,1544_PCT_MALE,2544_PCT_MALE,4564_PCT_MALE,65PLUS_PCT_MALE,04_PCT_MALE,59_PCT_MALE,1014_PCT_MALE,1519_PCT_MALE,2024_PCT_MALE,2529_PCT_MALE,3034_PCT_MALE,3539_PCT_MALE,4044_PCT_MALE,4549_PCT_MALE,5054_PCT_MALE,5559_PCT_MALE,6064_PCT_MALE,6569_PCT_MALE,7074_PCT_MALE,7579_PCT_MALE,8084_PCT_MALE,85PLUS_PCT_MALE,county_lat_pt,county_lon_pt
2016-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-0.6666666666666666,-0.38571428571428573,-0.7578361331850303,2.102765580132437,2.6973338778367655,-0.004739530132788533,2.1205441847321467,-0.2857142857142857,0.8399191470809718,-0.2989690576394094,0.1609759600031093,-0.06530824452211684,-0.4079415709685568,-0.15584338115502797,-0.1626610340353614,-0.12184611715810328,0.27584473924789704,0.9685320017139771,-0.01649204497723049,-0.43691503262246784,0.1609759600031093,-0.007920943438493887,-0.2372380113834688,-0.4025963783062341,-0.144826927448163,0.6304019391126843,0.9380845658343396,0.9650285395454944,0.9509781483145514,0.9506172111688064,0.5319540538966097,-0.14679555594233287,-0.2920640262438093,-0.31920041324254,-0.4928259024468316,-0.47330235234202633,-0.4343995286799932,-0.39052727706550433,-0.14677245722007057,-0.45041349073136094
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-0.6666666666666666,-0.5142857142857142,-0.16544646629611162,-0.06196929490680808,-0.14421562335919724,-0.004739530132788533,-0.17725027922436182,-0.48571428571428577,0.49197415877293804,0.6913420757862176,-0.18779031779807523,0.06809397540974983,0.03795449278106714,-0.05022451436945458,0.05867084639679422,0.024533493239640134,-0.3759025633888542,-0.19627554147720097,0.37978072378843825,0.21499208798881156,-0.18779031779807523,-0.03738094773589464,0.10693599785599252,0.036939398058796535,-0.12617307293519422,-0.4584966085568872,-0.1930293508319634,-0.16110601871818314,0.26995368784361806,0.6990345140186708,0.8168325533366475,0.21916091516570874,0.07710381927271072,0.22703451570467412,-0.0051876585806798405,0.21169979117528756,0.49346561438583963,0.7042018085841402,0.17463438657173405,-0.6362531018678612
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-0.6666666666666666,-0.47619047619047616,-0.19621620090694986,0.3575886079488029,0.2309083484044105,-0.004739530132788533,0.4925114044648985,0.25714285714285723,-0.008838333795727477,-0.5874409621461028,0.983481767798199,0.7950176611908217,0.3367448549450904,0.5582129352948793,-0.36450243355657164,-0.38831342381694367,0.37315525735839233,0.5620007545781454,-0.5721850449474426,-0.4177481164964289,0.983481767798199,0.9151363720046823,0.5568693038571406,0.3898294049409629,0.5273012078895368,0.302046915743789,0.6812091223330591,0.4662722342830858,0.5033479090237275,0.5326443400885756,-0.11451533003031092,-0.6315412614610832,-0.38180085148111026,-0.32687170165539053,-0.4870631834307367,-0.4772015165696058,-0.40743814085290375,-0.161130858260867,-0.6764603221436891,-0.1760290342981919
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-0.6666666666666666,-0.47619047619047616,0.2869015464805356,-0.24335270142601345,-0.26964587830348286,-0.004739530132788533,-0.3445023078061712,-0.3285714285714287,-0.24882089493083906,-0.5874409621461028,-0.423359357635779,-0.44135426134638445,-0.8251516728766356,0.31346621269619585,1.5564273274458973,1.5031806551376188,0.21361822311818582,0.6800583368785211,1.978255684726814,0.039124294913645906,-0.423359357635779,-0.5265682327325822,-0.5025524247179535,-0.4742357269040177,0.3497700487910145,0.7369635823227596,0.7067713524671108,0.22402529747916913,0.5104326450103082,1.2870058206084598,1.8672756412396296,1.963059785669291,0.7708348899174099,0.3806387218017068,0.14369874990512746,-0.2817106127575863,-0.3283580550646676,-0.43450125780785354,-0.03844927762501049,0.9151132071944327
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-0.6666666666666666,-0.5380952380952381,2.7816799610615384,-0.2509494092803413,-0.250568811621259,-0.004739530132788533,-0.3412996380175743,0.9714285714285715,-0.8667115849550157,-0.5874409621461028,-0.4583851113216587,-0.01769174742432872,-0.14184674607584485,-0.8206961818042381,0.43436630369647133,0.4175173666505731,-1.2943902865974048,-1.1237109658127833,0.6335274791840106,1.2920179039348394,-0.4583851113216587,-0.006627899225216804,-0.0623238578628762,-0.7120001925918329,-0.6914980340137513,-1.1611934596226572,-0.9477918834565456,-0.9561246358511516,-0.955031217947521,-0.2698795631432378,0.0761869969087457,0.5496898467077913,1.0106260463024583,1.3255692231598764,1.0428527166875778,1.4699335557876554,0.9081464455603785,1.9993351604939515,1.3323466513353597,0.08699221886927411
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-0.6666666666666666,-0.41904761904761906,-0.5527405805201875,0.1195144644242114,0.3796744647336795,-0.004739530132788533,0.5502940266171464,1.7714285714285711,-0.6892711347152313,0.0820549292129796,1.2343267669756506,1.310473780471269,1.2833634959812228,0.8692313505859579,-1.0961855634088686,-1.146469327939641,0.36024150454886555,0.17173250935851217,-1.2031337078875433,-0.6251463948131281,1.2343267669756506,1.3758113800836886,1.2071899810596805,1.3776427322947848,0.6216193913805437,0.45634972571275856,0.2381871672481232,-0.2164471288002569,-0.2648334527290531,-0.08281076836617998,-0.41447180682423407,-0.96412894748665,-0.7169203614744725,-0.5685335584078725,-0.6211493207934005,-0.5543106519593026,-0.5655347335078554,-0.8174637379434542,-0.3189732043482403,0.09029915303978785
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-0.6666666666666666,-0.5142857142857142,0.4029671592165318,-0.13860873728924117,-0.07689166326352022,-0.004739530132788533,-0.12950627750191757,0.9714285714285715,-0.6750822401014624,1.4589415636838414,0.14828824618805458,-0.008990852868666166,0.020790506205808853,-0.4414508372115639,-0.0443075350786956,-0.08138955630070627,-0.7225767868046722,-0.5253897462226451,0.3342045565240738,0.5003064115704794,0.14828824618805458,0.03801677200376638,-0.16857427007404374,-0.18403019067342605,-0.43461628328862056,-0.7489890302481,-0.43798779691148604,-0.3222933918358468,-0.26476959378390325,0.07281819012887752,-0.12018892409556149,0.4515946990359997,0.56654131454513,0.9345319630011253,0.43780969046207363,0.1789176669455537,0.16433844893458205,0.06640785892532847,0.5227464121664253,-1.1322353825768365
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-0.6666666666666666,-0.5142857142857142,0.04943022932966406,-0.23870493262742298,-0.24876028236392275,-0.004739530132788533,-0.32975387886372504,0.24285714285714274,-0.6212595616503508,-0.5874409621461028,-0.7501783194556472,-0.8255059747448406,-0.7258777495785288,-0.6355038677472077,1.1855260469713376,1.1432541292099119,-1.3126882830835094,-1.1638440865026511,1.6892947866455454,1.3877197795593306,-0.7501783194556472,-0.9563531957635047,-0.7652270394759887,-0.7198302013699194,-0.6585557702016241,-0.7464874044531296,-0.8421544187445625,-1.4328779439014792,-1.5874487965810558,-0.5675607269643896,1.1512249202949894,2.025029920886385,1.443081090088924,1.388452600711413,1.1268338641672089,1.6262974781450303,1.5082969842257117,1.4020712109574236,-0.17266915328539328,0.4561636043053193
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-0.6666666666666666,-0.4666666666666667,-0.595972924069951,0.10998381452506598,-0.07560819088734613,-0.004739530132788533,-0.10808337706726952,-0.8571428571428571,1.5694185723911063,0.1003793674136218,-0.5064371732812958,0.00751964358659904,-0.1809665434333458,-0.7898419799764843,-0.14959155626221013,-0.12012647518356398,-1.2066547077779721,-1.0006916339851488,1.4289256760297155,0.43670948625785855,-0.5064371732812958,-0.16030416967481417,0.1261364112449434,-0.5613786393955027,-0.7767321485761624,-1.4655290826067044,-1.1072971550633834,-0.8945974010683932,0.4664710039586899,1.9695226931937162,1.62058317082586,0.7958262741731471,0.38457723342539823,0.44546694868525305,0.3902502128333637,0.30320278370988385,0.3995041074138883,0.9943374526717909,0.005178146832225982,-0.8246967406741927
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-0.6666666666666666,-0.5,-0.12049639708889238,-0.04345276751550809,0.0,-0.004739530132788533,0.08243510556699367,1.3000000000000003,-0.5420712615433395,0.5849542321701457,0.9993810279780866,0.8982834532281947,0.8743133920526401,0.19056945362509287,-1.408606065578377,-1.3914105780047163,-0.30041035740335503,-0.3858386215030406,-1.0667144882206196,-0.2784737068103862,0.9993810279780866,1.002034360863832,0.7381186808877621,0.6366258184036082,0.11850313771886405,-0.14654800958392933,-0.2450874081313717,-0.6502205851568164,-0.6538808174051616,-0.3503629146319157,-0.5737506011946572,-0.8332001646553665,-0.40376370765227854,-0.20272015078629804,-0.3055133268396817,-0.19936059927042832,-0.2891629465715756,-0.4548498242972659,-0.3091457087393291,0.5205244085311688
