period,county_name_Alameda,county_name_Alpine,county_name_Amador,county_name_Butte,county_name_Calaveras,county_name_Colusa,county_name_Contra Costa,county_name_Del Norte,county_name_El Dorado,county_name_Fresno,county_name_Glenn,county_name_Humboldt,county_name_Imperial,county_name_Inyo,county_name_Kern,county_name_Kings,county_name_Lake,county_name_Lassen,county_name_Los Angeles,county_name_Madera,county_name_Marin,county_name_Mariposa,county_name_Mendocino,county_name_Merced,county_name_Modoc,county_name_Mono,county_name_Monterey,county_name_Napa,county_name_Nevada,county_name_Orange,county_name_Placer,county_name_Plumas,county_name_Riverside,county_name_Sacramento,county_name_San Benito,county_name_San Bernardino,county_name_San Diego,county_name_San Francisco,county_name_San Joaquin,county_name_San Luis Obispo,county_name_San Mateo,county_name_Santa Barbara,county_name_Santa Clara,county_name_Santa Cruz,county_name_Shasta,county_name_Sierra,county_name_Siskiyou,county_name_Solano,county_name_Sonoma,county_name_Stanislaus,county_name_Sutter,county_name_Tehama,county_name_Trinity,county_name_Tulare,county_name_Tuolumne,county_name_Ventura,county_name_Yolo,county_name_Yuba,year,month,lagged_neighbor_all_drugs_deaths,lagged_neighbor_all_drugs_monthly_rate,POPESTIMATE,SS_total_number_of_recipients,Fentanyl Seizures lbs,"Poverty Estimate, All Ages","Poverty Percent, All Ages",Median Household Income,county_all_drugs_monthly_rate,UNDER5_PCT_MALE,513_PCT_MALE,1417_PCT_MALE,1824_PCT_MALE,16PLUS_PCT_MALE,18PLUS_PCT_MALE,1544_PCT_MALE,2544_PCT_MALE,4564_PCT_MALE,65PLUS_PCT_MALE,04_PCT_MALE,59_PCT_MALE,1014_PCT_MALE,1519_PCT_MALE,2024_PCT_MALE,2529_PCT_MALE,3034_PCT_MALE,3539_PCT_MALE,4044_PCT_MALE,4549_PCT_MALE,5054_PCT_MALE,5559_PCT_MALE,6064_PCT_MALE,6569_PCT_MALE,7074_PCT_MALE,7579_PCT_MALE,8084_PCT_MALE,85PLUS_PCT_MALE,county_lat_pt,county_lon_pt
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,79.0,1.12620479,10094865,412688,175.43,1675802,16.7,59045,0.699480788,3.178685400943946,5.636538973032329,2.5839969132821485,5.0178184651305395,39.20736929121885,37.88416189815317,21.97106152484456,14.98561892605795,12.339828219594814,5.540896287369866,3.178685400943946,3.1507999364033097,3.102111816255096,3.29795395976073,3.6874886390258808,4.295362047932291,3.8703836059224175,3.5105471940437045,3.3093260781595393,3.4275247861165057,3.2978251814164925,3.071452664300117,2.5430255877616985,1.971745040671668,1.3350153766296031,0.9382393920077188,0.6440898417165558,0.6518066363443196,34.1979978627,-118.26101385
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,5.0,2.395439084,30715,1005,175.43,3957,17.1,54670,0.0,2.4092462965977535,4.37896793097835,2.103206902165066,7.30262086928211,54.57268435617776,53.410385804981274,32.90900211622986,23.932931792283902,15.409409083509686,6.765424059905584,2.4092462965977535,2.33762005534755,2.4711053231320204,3.0669054208041673,5.909164903141787,7.286342178088881,6.387758424222692,5.323132020185577,4.935699169786749,4.64593846654729,4.131531824841283,3.5617776330783,3.070161159042813,2.715285691030441,1.683216669379782,1.0125345922187856,0.6999837213088068,0.6544033859677681,40.6735903894,-120.594332834
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,15.0,1.50446978,63912,3830,175.43,13006,20.5,37993,7.745933385,2.8445362373263237,5.379271498310176,2.3078608086118413,3.692577293778946,40.43528601827513,39.282137939667045,16.23638753285768,10.824258355238452,14.061522092877707,10.703780197771936,2.8445362373263237,3.0166478908499186,2.950932532231819,2.788208787082238,2.623920390536988,2.9806609087495306,2.8304543747653024,2.6583427212417075,2.3548003504819124,2.786644135686569,3.3405307297534113,4.027412692452121,3.9069345349856057,4.093128051070222,2.7084115659031167,1.8056077106020776,1.153148078608086,0.943484791588434,39.0996453445,-122.753183909
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,48.0,1.576699534,149269,4616,175.43,30117,22.4,46440,3.354759061,3.93986695161085,7.010832791805398,2.860607359867086,6.5552793949179,42.71416034139707,41.28251679853151,26.884349731022517,18.16720149528703,12.05407686793641,4.505959040390168,3.93986695161085,4.024948247794251,3.68462306306065,3.6330383401778,5.084109895557684,5.285759266827004,4.754503614280258,4.2996201488587715,3.8273184653209977,3.685962925992671,3.324199934346717,2.810362499916258,2.2335515076807644,1.6426719546590385,1.1201254111704373,0.7617120768545378,0.5439843504009539,0.4374652473052007,36.0753604529,-119.815502709
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,114.0,0.787382649,881094,33432,175.43,185990,21.9,51150,1.473263108,4.119537756470932,7.543690003563751,3.187968593589334,5.655582718756455,38.038960655730264,36.43879086680876,22.989034087168907,14.923833325388664,11.08576383450574,4.773610988157904,4.119537756470932,4.2718484066399265,4.050192147489371,3.8740474909601015,4.1911532708201396,4.384889693948659,3.969950992743113,3.477154537427335,3.091838101269558,2.9864009969424377,2.9125155772255855,2.858378334207247,2.3284689261304696,1.758382193046372,1.22472744111298,0.85881869584857,0.5177654143598753,0.4139172437901063,35.3428473738,-118.729900424
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,43.0,0.96248976,17897,422,175.43,2222,12.4,51697,0.0,3.0116779348494163,5.224339274738783,2.475275185785327,3.503380454824831,40.76660892887076,39.5094149857518,16.544672291445494,11.186232329440688,14.158797563837512,10.661004637648768,3.0116779348494163,3.006090406213332,2.8384645471308043,2.9278650053081523,2.430574956696653,2.559088115326591,3.0619656925741747,2.966977705760742,2.598200815779181,2.598200815779181,3.2240040230206177,4.201821534335363,4.134771190702352,3.620718556182601,2.49203777169358,1.8774096217243113,1.3857071017488964,1.2851315862993795,36.5111268089,-117.410789686
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,62.0,1.10210055,179881,10381,175.43,41685,24.3,39925,2.704998296,4.330084889454695,7.150282686887442,3.199337339685681,5.714333364835642,38.08295484236801,36.42519221040577,22.77894830471256,14.619109300037248,10.619798644659523,5.471950900873355,4.330084889454695,4.024327194089426,3.8797871926440255,4.0137646555222615,4.146074349153051,4.328417120207248,3.9086951929331057,3.445611265225343,2.9363857216715497,2.9358297985890673,2.7990727202984194,2.6328517186362097,2.2520444071358288,1.8623423263157308,1.273619781966967,0.9411777786425468,0.7327066227116816,0.6621043912364285,33.0395904342,-115.365336962
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,15.0,8.646629544,136477,6286,175.43,27616,20.9,40739,3.708676077,2.842237153513046,4.940759248811155,2.1498127889681045,6.416465778116459,40.98639331169355,39.92833957370106,21.542091341398184,13.519494127215577,12.255544890347824,7.736834778021205,2.842237153513046,2.7696974581797664,2.7147431435333425,3.2884661884420088,4.734131025740601,3.514877964785275,3.4364764758897106,3.520007034152275,3.0481326523883143,2.77922287271848,2.82978084219319,3.2891989126372945,3.3573422627988596,3.2217882866710146,1.855257662463272,1.2368384416421816,0.6916916403496559,0.7312587468950812,40.7050090829,-123.915819446
2016-02-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,20.0,4.325895677,27796,1128,175.43,5105,18.5,43584,17.74622893,3.745143186069938,7.026190818822853,3.025615196431141,4.950352568714924,38.519930925313,36.94416462800403,19.506403799107787,12.221182904014965,12.4406389408548,7.331990214419341,3.745143186069938,4.047344941718232,3.6695927471578647,3.8314865448265936,3.453734350266225,3.342207511872212,3.194704273996259,3.0004317167937833,2.6838394013527127,2.81695207943589,3.1515325946179304,3.2882429126493022,3.1839113541516766,2.529140883580371,1.8671751331126785,1.3814937401064902,0.8346524679810045,0.7195279896387969,39.5984047698,-122.392206808
2016-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,30.0,1.916738172,976231,43652,175.43,241669,25.2,46608,1.219856829,4.115829142897532,7.451002887636225,3.070687163181665,5.273444502376999,36.777565965432366,35.23233742833407,21.602776392062943,14.014920648903797,10.73291055088396,5.211061726169318,4.115829142897532,4.208942350734611,3.998336459301129,3.744093354953899,3.8437623882052505,4.149735052461969,3.674027970838869,3.2752494030613657,2.9159082225415913,2.8658176189856706,2.8361115350772512,2.7366473713700956,2.2943340254509432,1.9197300638885677,1.288731867764904,0.8615788681162553,0.570151941497453,0.5708689849021389,36.7581801263,-119.649322632
2016-02-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,26.0,1.361878303,186027,3104,175.43,16634,9.1,75575,2.723519223,2.405564783606681,5.350836168943218,2.673805415342934,3.886532600106437,40.77687647492031,39.39643170077462,16.527708343412513,10.609212641175745,15.4676471694969,9.43303928999554,2.405564783606681,2.7807791342117003,3.211899347944116,3.144167244539771,2.774328457697001,2.576507711246217,2.6055357555623644,2.6716551898380345,2.755513984529127,3.2833943459820345,3.8290140678503657,4.381622022609621,3.9736167330548793,3.645169787181431,2.378149408419208,1.5788030769726975,0.9993173034021944,0.831599714020008,38.7787375794,-120.524649929
2016-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,10.0,5.570316895,27415,1960,175.43,5639,23.3,38963,0.0,3.122378260076601,5.460514316979755,2.3563742476746308,4.6106146270289985,44.53766186394309,43.348531825642894,23.231807404705453,16.79372606237461,14.094473828196245,7.849717308043042,3.122378260076601,3.034834944373518,2.9545869049790263,3.016596753602043,3.421484588728798,4.3625752325369325,4.552252416560277,4.435527995622834,3.4433704176545685,3.4689038847346345,3.618457049060733,3.651285792449389,3.355827101951486,3.158854641619551,1.8894765639248583,1.3058544592376435,0.8243662228706912,0.6711654203902973,41.744942366,-123.957801356
2016-02-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,61.0,1.029019358,1137259,26195,175.43,114123,10.2,83036,1.241537591,2.96388069911955,6.035564458052212,2.772719318994178,4.260067407688135,38.469688962672535,37.075899157535794,19.234228966312862,12.876838081738637,13.37575697356539,6.563236694543635,2.96388069911955,3.2809588668896,3.430001433270698,3.290191592240642,3.0671992923335845,3.17385925281752,3.2272331984183023,3.2487762242373988,3.2269694062654155,3.4997304923504675,3.5888922400262384,3.396323968418803,2.8908102727698792,2.38995690515529,1.6352475557458768,1.107663249972082,0.7151405264763788,0.7152284571940077,37.9233794475,-121.951073113
2016-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,20.0,3.182595024,21476,587,175.43,2800,13.2,51118,0.0,3.5434904078971874,7.538647792885081,3.3013596572918606,4.945054945054945,38.368411249767185,36.64555783199851,20.217917675544793,12.749115291488172,12.344011920283108,6.6073756751722845,3.5434904078971874,4.1953808902961445,4.12087912087912,3.915999254982306,3.552803129074315,3.4969268020115476,3.3805177872974483,3.1430433972806857,2.7286273048984913,3.073197988452226,3.012665300800894,3.3339541814118085,2.924194449618178,2.365431178990501,1.6623207301173404,1.1920283106723784,0.647234121810393,0.7403613335816726,39.177573113,-122.237029616
2016-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,15.0,1.098798061,45307,1059,175.43,5781,13.0,52471,11.05118911,2.1497781799721896,4.2774847153861435,2.465402697154965,3.434347893261527,42.322378440417594,40.98042245127685,14.635707506566314,9.256847727724193,15.167634140419803,13.121592689871322,2.1497781799721896,2.2623435672191934,2.536031959741321,2.9377358907012163,2.4411238881409054,2.2689650605866643,2.4631955326991415,2.355044474363785,2.169642660074602,2.75012691195621,3.5623634316992963,4.365771293619088,4.489372503145209,4.77188955349063,3.5910565696250027,2.381530447833668,1.3706491270664578,1.006466991855563,38.204606803,-120.554132098
2016-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,15.0,4.948143457,226222,11241,175.43,47269,21.4,45369,2.232282375,2.8277532689128377,5.124170063035425,2.383499394400191,7.336156518817799,40.2900690472191,39.0828478220509,21.28617022217114,12.142939236679014,11.631936770075413,7.971815296478681,2.8277532689128377,2.8662110670049774,2.83438392375631,3.4810937928229793,5.662137192669148,3.6954849660952513,3.062036406715527,2.8578122375365793,2.5276056263316566,2.601426916922315,2.7649830697279665,3.1097771215885284,3.155749661836603,2.941800532220562,1.9206796863258215,1.3265730123506998,0.9061894952745532,0.8765725703070435,39.6669293633,-121.600671735
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,10.0,2.201760528,98939,1968,175.43,12137,12.4,57627,5.094295408,2.151830926126199,4.513892398346456,2.260989094290421,3.353581499711944,41.389138762267656,40.23084931119175,15.50147060309888,10.431680126138328,14.34520259958156,12.100385085759912,2.151830926126199,2.453026612357109,2.6056459030311605,2.683471634037134,2.3863188429234174,2.3701472624546436,2.6208067597206357,2.8886485612347004,2.5520775427283477,2.8542839527385557,3.216123065727367,3.875114969829895,4.399680611285742,4.678640374372088,3.058450156156824,1.9951687403349536,1.2270186680682036,1.1411071468278433,39.301369579,-120.768752113
2016-02-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,36.0,1.463807363,37443,741,175.43,4404,13.1,55879,0.0,2.2086905429586303,3.8992602088507864,1.8935448548460323,3.2743102849664822,45.97120957188259,44.9963945196699,17.442512619181155,12.744705285367091,16.408941591218653,12.568437358117674,2.2086905429586303,2.0644713297545603,2.3048366850946773,2.3021659589242316,2.3956413748898324,2.9992254894105708,3.055310738989931,3.3090297251822767,3.381139331784312,3.728333733942258,4.155649921213578,4.1876986352589265,4.337259300803888,4.542905215928211,3.2930053681596023,2.2167027214699675,1.27393638330262,1.241887669257271,38.446389504,-120.651115621
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,151.0,0.843642062,3164277,74052,175.43,398428,12.7,78002,1.202379065,3.0540625868089295,5.749559852060992,2.700553712585845,4.813042600252759,39.23537667530371,37.85932773900642,20.68892830810956,13.822241226036786,13.087792250804844,6.136251661912026,3.0540625868089295,3.150166688946638,3.2463023938801814,3.3646548642865337,3.502032217786243,3.900701487259175,3.4955852474356703,3.217575452465129,3.2083790388768114,3.5553145315659784,3.537458951918558,3.328374854666643,2.6666439126536647,2.1308185092518763,1.5127626310844469,1.0677004573240585,0.7216498429183033,0.7033202213333409,33.6769134328,-117.776142822
