STATE,COUNTY,STNAME,CTYNAME,DATE,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM,fips,DATE_WINDOW
6,57,California,Nevada County,2022-07-01,102293,50676,51617,4154,2140,2014,8749,4550,4199,4227,2181,2046,5821,3026,2795,87245,42859,44386,85163,41805,43358,31309,16024,15285,22312,11354,10958,26881,13266,13615,30149,14159,15990,4154,2140,2014,4733,2424,2309,5067,2663,2404,4795,2487,2308,4202,2183,2019,4360,2280,2080,5477,2726,2751,6108,3086,3022,6367,3262,3105,5549,2918,2631,6010,3074,2936,6765,3307,3458,8557,3967,4590,9195,4349,4846,8509,4152,4357,5907,2887,3020,3284,1535,1749,3254,1236,2018,50.3,48.5,52.1,06057,2024-01-01
6,59,California,Orange County,2016-01-01,3164277,1561998,1602279,188989,96639,92350,355881,181932,173949,167538,85453,82085,299447,152298,147149,2537132,1241516,1295616,2451869,1197974,1253895,1295078,654655,640423,868234,437374,430860,844383,414134,430249,439805,194168,245637,188989,96639,92350,194433,99680,94753,201589,102722,98867,209398,106467,102931,217446,110814,106632,239166,123429,115737,216722,110610,106112,204069,101813,102256,208277,101522,106755,229054,112500,116554,226109,111935,114174,213414,105319,108095,175806,84380,91426,144490,67425,77065,105084,47868,57216,75560,33785,41775,54052,22835,31217,60619,22255,38364,37.7,36.4,39.1,06059,2017-07-01
6,59,California,Orange County,2017-07-01,3174159,1567052,1607107,188871,96834,92037,351729,179898,171831,166086,84790,81296,294762,149348,145414,2552754,1249141,1303613,2467473,1205530,1261943,1289958,652224,637734,869649,438684,430965,848925,416470,432455,454137,201028,253109,188871,96834,92037,191207,97696,93511,201061,102800,98261,206875,105172,101703,213434,108368,105066,243467,125554,117913,215749,110480,105269,206781,103272,103509,203652,99378,104274,228017,111899,116118,223744,110517,113227,215428,106506,108922,181736,87548,94188,144633,67605,77028,113142,51484,61658,79076,35299,43777,55499,23681,31818,61787,22959,38828,38.0,36.7,39.3,06059,2018-07-01
6,59,California,Orange County,2018-07-01,3175579,1567264,1608315,187160,96023,91137,348021,178062,169959,163233,83040,80193,290576,147096,143480,2559557,1252141,1307416,2477165,1210139,1267026,1283550,649221,634329,869956,439474,430482,847894,415828,432066,468739,207741,260998,187160,96023,91137,188363,96162,92201,199873,102289,97584,204799,104075,100724,208795,105672,103123,243057,125243,117814,216189,110709,105480,209955,105369,104586,200755,98153,102602,223446,109314,114132,221065,109086,111979,216722,107059,109663,186661,90369,96292,147433,69066,78367,117303,53230,64073,83531,37235,46296,57561,24762,32799,62911,23448,39463,38.3,37.0,39.6,06059,2019-07-01
6,59,California,Orange County,2019-07-01,3170851,1564353,1606498,183910,94159,89751,343815,175904,167911,161266,82101,79165,284774,143913,140861,2562587,1253323,1309264,2481860,1212189,1269671,1274704,644893,629811,869001,439477,429524,844315,414131,430184,483770,214668,269102,183910,94159,89751,187361,95860,91501,196791,100642,96149,201858,102507,99351,203845,102909,100936,240804,123996,116808,218466,111838,106628,211198,106304,104894,198533,97339,101194,217219,106023,111196,219046,108009,111037,217520,107428,110092,190530,92671,97859,150973,70669,80304,122010,55466,66544,87397,38810,48587,59316,25728,33588,64074,23995,40079,38.6,37.3,39.9,06059,2020-04-01
6,59,California,Orange County,2020-04-01,3170769,1564173,1606596,181171,92862,88309,342294,175134,167160,161004,81978,79026,281235,141923,139312,2567298,1255323,1311975,2486300,1214199,1272101,1270951,643238,627713,868412,439688,428724,841400,412475,428925,495253,220113,275140,181171,92862,88309,187429,95978,91451,194565,99507,95058,200456,101653,98803,202083,101897,100186,237099,122079,115020,222172,113846,108326,210827,106264,104563,198314,97499,100815,211939,103217,108722,218971,107735,111236,216644,106916,109728,193846,94607,99239,153992,72151,81841,125385,57072,68313,90018,39966,50052,60606,26265,34341,65252,24659,40593,38.8,37.5,40.1,06059,2020-07-01
6,59,California,Orange County,2020-07-01,3166857,1562202,1604655,180048,92300,87748,341163,174580,166583,160882,81904,78978,279305,140878,138427,2565730,1254469,1311261,2484764,1213418,1271346,1268092,641919,626173,867514,439456,428058,840200,411794,428406,497745,221290,276455,180048,92300,87748,187059,95825,91234,193713,99074,94639,199526,101133,98393,201052,101330,99722,235372,121218,114154,223252,114424,108828,210760,106316,104444,198130,97498,100632,210137,102275,107862,219192,107755,111437,216137,106673,109464,194734,95091,99643,154911,72611,82300,126145,57413,68732,90635,40220,50415,60894,26370,34524,65160,24676,40484,38.9,37.6,40.2,06059,2021-07-01
6,59,California,Orange County,2021-07-01,3161005,1571273,1589732,168626,86549,82077,336348,172230,164118,163611,83986,79625,287370,145246,142124,2574582,1270474,1304108,2492420,1228508,1263912,1274104,649008,625096,863993,440915,423078,839987,418244,421743,501070,224103,276967,168626,86549,82077,182281,93191,89090,194937,100178,94759,203047,103370,99677,207064,104723,102341,224747,115219,109528,225533,116103,109430,212252,108661,103591,201461,100932,100529,204737,100934,103803,222319,111168,111151,215679,108143,107536,197252,97999,99253,159145,75942,83203,128759,59121,69638,89826,39984,49842,60444,26003,34441,62896,23053,39843,39.1,38.1,40.2,06059,2022-07-01
6,59,California,Orange County,2022-07-01,3151184,1564652,1586532,162316,83311,79005,329463,168654,160809,162738,83672,79066,291034,146314,144720,2578204,1270823,1307381,2496667,1229015,1267652,1272049,647341,624708,858741,438135,420606,830557,413100,417457,516335,231466,284869,162316,83311,79005,180370,92351,88019,189557,97083,92474,205659,104460,101199,207649,104746,102903,219228,112330,106898,226961,116735,110226,209790,107390,102400,202762,101680,101082,199302,98407,100895,220362,109819,110543,212046,105964,106082,198847,98910,99937,163443,78460,84983,128607,59021,69586,97022,43209,53813,63025,27066,35959,64238,23710,40528,39.4,38.3,40.5,06059,2024-01-01
6,61,California,Placer County,2016-01-01,379046,184848,194198,20246,10362,9884,44204,22458,21746,20976,10743,10233,28524,14677,13847,304160,146677,157483,293620,141285,152335,134123,67456,66667,89803,44669,45134,104282,50229,54053,71011,31710,39301,20246,10362,9884,23720,11989,11731,25664,13102,12562,24175,12493,11682,20145,10294,9851,19987,10222,9765,21839,10727,11112,24272,12078,12194,23705,11642,12063,26441,12817,13624,26764,13036,13728,26789,12961,13828,24288,11415,12873,23272,10882,12390,17385,7894,9491,12496,5678,6818,8723,3869,4854,9135,3387,5748,42.0,40.5,43.5,06061,2017-07-01
6,61,California,Placer County,2017-07-01,385348,188061,197287,20708,10605,10103,44461,22550,21911,21118,10810,10308,28755,14819,13936,309694,149551,160143,299061,144096,154965,136254,68614,67640,91626,45664,45962,104988,50678,54310,73692,32935,40757,20708,10605,10103,23752,11993,11759,25954,13236,12718,24272,12548,11724,20356,10402,9954,20471,10474,9997,21842,10799,11043,25165,12479,12686,24148,11912,12236,26512,12939,13573,26412,12974,13438,27117,13103,14014,24947,11662,13285,22987,10662,12325,19205,8783,10422,13201,6009,7192,8937,3961,4976,9362,3520,5842,42.1,40.6,43.5,06061,2018-07-01
6,61,California,Placer County,2018-07-01,392735,191933,200802,20977,10820,10157,45120,22903,22217,21351,11016,10335,28743,14859,13884,315956,152698,163258,305287,147194,158093,139098,70204,68894,94386,47117,47269,105509,51028,54481,76649,34190,42459,20977,10820,10157,24244,12266,11978,26258,13425,12833,24442,12666,11776,20270,10421,9849,21074,10877,10197,22078,10922,11156,26229,12931,13298,25005,12387,12618,26741,13156,13585,25953,12688,13265,27404,13287,14117,25411,11897,13514,23316,10795,12521,20230,9258,10972,14136,6338,7798,9371,4136,5235,9596,3663,5933,42.1,40.6,43.6,06061,2019-07-01
6,61,California,Placer County,2019-07-01,398918,194726,204192,21066,10846,10220,45502,23033,22469,21403,10968,10435,29000,14985,14015,321580,155319,166261,310947,149879,161068,141305,71329,69976,96229,48070,48159,106043,51347,54696,79675,35477,44198,21066,10846,10220,24552,12425,12127,26277,13302,12975,24651,12799,11852,20425,10460,9965,21080,10768,10312,22506,11252,11254,26745,13112,13633,25898,12938,12960,26583,13082,13501,25739,12610,13129,27766,13452,14314,25955,12203,13752,23890,11011,12879,21201,9677,11524,14887,6627,8260,9777,4293,5484,9920,3869,6051,42.3,40.9,43.8,06061,2020-04-01
6,61,California,Placer County,2020-04-01,402221,196375,205846,20859,10722,10137,45996,23289,22707,21529,11039,10490,28986,14978,14008,324646,156895,167751,313837,151325,162512,142396,71931,70465,97196,48635,48561,105975,51412,54563,81680,36300,45380,20859,10722,10137,24869,12646,12223,26442,13364,13078,24806,12863,11943,20394,10433,9961,20972,10712,10260,22725,11402,11323,26991,13253,13738,26508,13268,13240,26096,12844,13252,26114,12792,13322,27415,13340,14075,26350,12436,13914,24127,11074,13053,21785,9962,11823,15503,6881,8622,10009,4365,5644,10256,4018,6238,42.4,41.0,43.8,06061,2020-07-01
6,61,California,Placer County,2020-07-01,402950,196738,206212,20767,10670,10097,46101,23345,22756,21578,11064,10514,28932,14948,13984,325361,157265,168096,314504,151659,162845,142711,72106,70605,97523,48827,48696,105934,51425,54509,82115,36459,45656,20767,10670,10097,24929,12698,12231,26494,13380,13114,24824,12870,11954,20364,10409,9955,20912,10680,10232,22799,11450,11349,27097,13318,13779,26715,13379,13336,25932,12766,13166,26277,12869,13408,27280,13298,13982,26445,12492,13953,24206,11096,13110,21911,10016,11895,15644,6936,8708,10066,4378,5688,10288,4033,6255,42.4,41.0,43.8,06061,2021-07-01
6,61,California,Placer County,2021-07-01,412789,203230,209559,20484,10639,9845,46650,23775,22875,22504,11546,10958,30970,16035,14935,334342,163025,171317,323151,157270,165881,148808,75632,73176,101011,50956,50055,107804,53275,54529,83366,37004,46362,20484,10639,9845,24923,12717,12206,27404,13963,13441,25909,13445,12464,21888,11231,10657,21094,10784,10310,23681,11936,11745,27734,13747,13987,28502,14489,14013,26029,13076,12953,27373,13663,13710,27152,13389,13763,27250,13147,14103,24489,11350,13139,22691,10443,12248,15720,6986,8734,10239,4448,5791,10227,3777,6450,42.3,41.0,43.6,06061,2022-07-01
6,61,California,Placer County,2022-07-01,417772,205654,212118,20621,10727,9894,46919,24079,22840,22639,11572,11067,30911,16091,14820,338833,165042,173791,327593,159276,168317,150584,76377,74207,102706,51595,51111,107681,53330,54351,86295,38260,48035,20621,10727,9894,25270,12970,12300,27321,13990,13331,25842,13427,12415,22036,11355,10681,21058,10717,10341,24067,12018,12049,27920,13842,14078,29661,15018,14643,26317,13266,13051,27536,13751,13785,26389,13041,13348,27439,13272,14167,24974,11522,13452,22387,10253,12134,17560,7860,9700,10902,4745,6157,10472,3880,6592,42.4,41.2,43.7,06061,2024-01-01
6,63,California,Plumas County,2016-01-01,18691,9351,9340,820,401,419,1668,865,803,708,349,359,1197,640,557,15861,7915,7946,15495,7736,7759,5246,2663,2583,3502,1752,1750,5807,2835,2972,4989,2509,2480,820,401,419,910,490,420,919,453,466,934,482,452,810,429,381,918,460,458,868,450,418,921,433,488,795,409,386,928,480,448,1235,600,635,1709,812,897,1935,943,992,1831,939,892,1317,701,616,862,438,424,504,227,277,475,204,271,52.3,51.7,52.9,06063,2017-07-01
6,63,California,Plumas County,2017-07-01,18680,9318,9362,839,399,440,1614,832,782,744,365,379,1134,603,531,15854,7899,7955,15483,7722,7761,5249,2658,2591,3588,1804,1784,5595,2708,2887,5166,2607,2559,839,399,440,872,473,399,959,473,486,918,461,457,743,393,350,947,484,463,913,467,446,886,425,461,842,428,414,867,449,418,1171,563,608,1614,766,848,1943,930,1013,1823,933,890,1429,746,683,924,482,442,517,255,262,473,191,282,52.6,52.0,53.1,06063,2018-07-01
6,63,California,Plumas County,2018-07-01,18830,9399,9431,901,441,460,1593,834,759,739,359,380,1118,585,533,15931,7928,8003,15597,7765,7832,5322,2709,2613,3660,1847,1813,5447,2617,2830,5372,2716,2656,901,441,460,839,451,388,949,465,484,936,486,450,726,376,350,916,469,447,952,470,482,945,475,470,847,433,414,863,442,421,1112,547,565,1576,740,836,1896,888,1008,1887,990,897,1477,735,742,961,521,440,553,270,283,494,200,294,52.6,51.9,53.2,06063,2019-07-01
6,63,California,Plumas County,2019-07-01,19052,9510,9542,914,454,460,1633,866,767,748,359,389,1088,573,515,16114,8012,8102,15757,7831,7926,5421,2737,2684,3781,1897,1884,5245,2513,2732,5643,2848,2795,914,454,460,868,467,401,961,491,470,947,479,468,693,361,332,907,462,445,1001,496,505,976,484,492,897,455,442,856,438,418,1015,488,527,1516,735,781,1858,852,1006,1957,1033,924,1533,765,768,1047,548,499,603,302,301,503,200,303,52.7,51.9,53.5,06063,2020-04-01
6,63,California,Plumas County,2020-04-01,18991,9479,9512,903,456,447,1646,864,782,763,375,388,1061,569,492,16070,7975,8095,15679,7784,7895,5408,2711,2697,3762,1861,1901,5110,2462,2648,5746,2892,2854,903,456,447,877,450,427,947,508,439,951,479,472,695,371,324,858,423,435,985,489,496,994,482,512,925,467,458,851,444,407,996,485,511,1433,688,745,1830,845,985,1963,1001,962,1595,814,781,1070,564,506,610,310,300,508,203,305,52.8,51.9,53.6,06063,2020-07-01
6,63,California,Plumas County,2020-07-01,18967,9450,9517,893,453,440,1647,861,786,768,378,390,1051,565,486,16062,7952,8110,15659,7758,7901,5398,2690,2708,3750,1841,1909,5086,2454,2632,5772,2898,2874,893,453,440,875,444,431,943,511,432,952,477,475,696,372,324,839,408,431,982,484,498,997,481,516,932,468,464,858,449,409,997,487,510,1409,675,734,1822,843,979,1970,991,979,1609,826,783,1076,566,510,612,313,299,505,202,303,52.8,52.0,53.6,06063,2021-07-01
6,63,California,Plumas County,2021-07-01,19940,10002,9938,843,416,427,1777,914,863,839,430,409,1053,552,501,16908,8445,8463,16481,8242,8239,5764,2882,2882,4083,2014,2069,5268,2594,2674,6077,3082,2995,843,416,427,972,475,497,1016,553,463,936,473,463,745,395,350,874,418,456,1059,539,520,1079,536,543,1071,521,550,896,464,432,1008,510,498,1452,697,755,1912,923,989,2066,1038,1028,1757,915,842,1118,600,518,625,305,320,511,224,287,52.5,52.1,52.9,06063,2022-07-01
6,63,California,Plumas County,2022-07-01,19351,9715,9636,756,367,389,1682,867,815,832,440,392,1008,524,484,16494,8253,8241,16081,8041,8040,5519,2775,2744,3900,1930,1970,4985,2444,2541,6188,3143,3045,756,367,389,955,473,482,948,513,435,918,488,430,701,357,344,781,385,396,1020,520,500,1065,531,534,1034,494,540,896,456,440,958,494,464,1339,621,718,1792,873,919,2035,1011,1024,1748,914,834,1212,644,568,657,330,327,536,244,292,53.2,52.8,53.6,06063,2024-01-01
6,65,California,Riverside County,2016-01-01,2378282,1183777,1194505,157470,80275,77195,311956,159413,152543,143991,72997,70994,238020,121473,116547,1838014,908273,929741,1764865,871092,893773,977655,494558,483097,630424,317694,312730,568377,282345,286032,328044,149580,178464,157470,80275,77195,171524,87732,83792,175212,89287,85925,177785,90328,87457,169446,86536,82910,170665,87771,82894,159099,80882,78217,153692,76527,77165,146968,72514,74454,152175,76292,75883,150984,75706,75278,144071,71791,72280,121147,58556,62591,106067,50163,55904,80844,37551,43293,59171,26989,32182,41518,18677,22841,40444,16200,24244,35.2,34.3,36.2,06065,2017-07-01
6,65,California,Riverside County,2017-07-01,2413058,1202068,1210990,158336,80964,77372,313430,160254,153176,143869,72964,70905,237051,120832,116219,1870793,925118,945675,1797423,887886,909537,988741,500772,487969,643257,324971,318286,577264,286978,290286,339851,155105,184746,158336,80964,77372,170370,87354,83016,178496,90895,87601,177354,90064,87290,168130,85737,82393,175258,90078,85180,161084,82211,78873,158640,79482,79158,148275,73200,75075,153406,76567,76839,150632,75707,74925,146265,72914,73351,126961,61790,65171,106227,50124,56103,87543,40805,46738,61522,28055,33467,42754,19196,23558,41805,16925,24880,35.5,34.6,36.5,06065,2018-07-01
6,65,California,Riverside County,2018-07-01,2443221,1217951,1225270,157432,80478,76954,314018,160476,153542,143894,73052,70842,236801,120765,116036,1899940,940418,959522,1827877,903945,923932,1000691,507872,492819,655991,332425,323566,583407,290170,293237,351678,160585,191093,157432,80478,76954,169382,86662,82720,180631,92184,88447,177267,90069,87198,167433,85378,82055,177371,91485,85886,164275,84003,80272,163739,82216,81523,150606,74721,75885,153291,76177,77114,150131,75693,74438,148214,73857,74357,131771,64443,67328,108573,51172,57401,91048,42544,48504,65152,29617,35535,43994,19783,24211,42911,17469,25442,35.8,34.9,36.8,06065,2019-07-01
6,65,California,Riverside County,2019-07-01,2465569,1229809,1235760,154955,79469,75486,314421,160610,153811,143611,73008,70603,235398,119755,115643,1923991,952920,971071,1852582,916722,935860,1008529,512370,496159,665520,337996,327524,586886,292198,294688,364778,166773,198005,154955,79469,75486,169825,86724,83101,180596,92275,88321,177099,90000,87099,165910,84374,81536,178252,92060,86192,167173,85644,81529,166917,84175,82742,153178,76117,77061,152021,75471,76550,149349,75296,74053,150365,74944,75421,135151,66487,68664,112036,52906,59130,94917,44358,50559,68091,30874,37217,45676,20619,25057,44058,18016,26042,36.2,35.3,37.1,06065,2020-04-01
6,65,California,Riverside County,2020-04-01,2485219,1240684,1244535,153072,78486,74586,314527,160628,153899,144799,73698,71101,234644,119330,115314,1945027,964507,980520,1872821,927872,944949,1015834,516988,498846,672751,342507,330244,590247,294124,296123,375179,171911,203268,153072,78486,74586,170337,86906,83431,180550,92269,88281,177049,90031,87018,166034,84450,81584,177458,91807,85651,170703,87559,83144,168401,85235,83166,156189,77906,78283,151275,75070,76205,150347,75798,74549,150613,75044,75569,138012,68212,69800,115192,54630,60562,97881,45763,52118,70291,31905,38386,46790,21071,25719,45025,18542,26483,36.4,35.5,37.3,06065,2020-07-01
6,65,California,Riverside County,2020-07-01,2489188,1243027,1246161,152384,78111,74273,314027,160388,153639,145243,73932,71311,233947,118952,114995,1949953,967338,982615,1877534,930596,946938,1017464,518128,499336,674835,343879,330956,591170,294651,296519,377582,173114,204468,152384,78111,74273,170239,86836,83403,180349,92187,88162,176825,89926,86899,165804,84323,81481,176899,91592,85307,171835,88153,83682,168973,85658,83315,157128,78476,78652,151041,74953,76088,150794,76013,74781,150565,75030,75535,138770,68655,70115,116166,55182,60984,98600,46087,52513,70760,32117,38643,47070,21176,25894,44986,18552,26434,36.5,35.6,37.4,06065,2021-07-01
6,65,California,Riverside County,2021-07-01,2453178,1233546,1219632,144136,73897,70239,305967,156725,149242,146803,75049,71754,235812,120458,115354,1928705,964956,963749,1856272,927875,928397,1013975,519778,494197,668942,343467,325475,582954,294589,288365,368564,169361,199203,144136,73897,70239,164128,83714,80414,179421,92207,87214,175385,89642,85743,169648,86669,82979,168693,87006,81687,171763,88307,83456,168740,87049,81691,159746,81105,78641,147865,74251,73614,150023,76417,73606,147262,74736,72526,137804,69185,68619,115437,55772,59665,97344,45710,51634,68026,30960,37066,45027,19916,25111,42730,17003,25727,36.6,35.9,37.4,06065,2022-07-01
6,65,California,Riverside County,2022-07-01,2473902,1243923,1229979,142324,72887,69437,302519,154730,147789,148710,76123,72587,240373,122575,117798,1953572,977572,976000,1880349,940183,940166,1027581,526799,500782,676268,347570,328698,584755,295577,289178,378953,174461,204492,142324,72887,69437,163928,83515,80413,176361,90684,85677,179763,91851,87912,171550,87378,84172,166769,86134,80635,175122,89674,85448,169790,87860,81930,164587,83902,80685,148850,74968,73882,150862,76574,74288,145711,74047,71664,139332,69988,69344,119048,57825,61223,96717,45284,51433,73643,33745,39898,46353,20341,26012,43192,17266,25926,36.8,36.1,37.5,06065,2024-01-01
6,67,California,Sacramento County,2016-01-01,1511401,738433,772968,99866,50860,49006,183887,93816,90071,79923,40833,39090,134290,68368,65922,1187863,573425,614438,1147725,552924,594801,626590,313875,312715,432155,214772,217383,379180,182450,196730,202100,87334,114766,99866,50860,49006,102502,52513,49989,101163,51401,49762,94641,48554,46087,99794,50549,49245,121802,60940,60862,114050,56765,57285,102799,51204,51595,93504,45863,47641,96585,47600,48985,98616,47988,50628,98845,47212,51633,85134,39650,45484,71295,32754,38541,46815,20814,26001,33138,14150,18988,23954,9864,14090,26898,9752,17146,36.0,34.8,37.2,06067,2017-07-01
6,67,California,Sacramento County,2017-07-01,1527984,746749,781235,99780,50825,48955,184848,94552,90296,80255,40783,39472,131760,67134,64626,1203550,581315,622235,1163101,560589,602512,633444,317661,315783,441362,219663,221699,380575,183154,197421,209404,90638,118766,99780,50825,48955,101997,52306,49691,102784,52165,50619,94472,48492,45980,97610,49506,48104,124455,62289,62166,116164,57915,58249,106785,53345,53440,93958,46114,47844,97284,47817,49467,96759,46998,49761,99090,47601,51489,87442,40738,46704,71904,32957,38947,51590,23080,28510,34346,14629,19717,24300,9940,14360,27264,10032,17232,36.2,35.0,37.4,06067,2018-07-01
6,67,California,Sacramento County,2018-07-01,1539550,752855,786695,99228,50687,48541,184896,94706,90190,80219,40737,39482,130877,66701,64176,1215184,587211,627973,1175207,566725,608482,639121,320558,318563,448254,223402,224852,379748,182735,197013,216328,93887,122441,99228,50687,48541,101405,51950,49455,103720,53038,50682,94681,48503,46178,96186,48653,47533,124652,62333,62319,118553,59425,59128,110020,54989,55031,95029,46655,48374,96897,47348,49549,94880,46299,48581,98956,47476,51480,89015,41612,47403,73115,33385,39730,54835,24708,30127,36225,15444,20781,24571,10128,14443,27582,10222,17360,36.4,35.2,37.6,06067,2019-07-01
6,67,California,Sacramento County,2019-07-01,1551660,759249,792411,98448,50514,47934,184555,94517,90038,80704,40805,39899,129690,66006,63684,1227813,593459,634354,1187953,573413,614540,645264,323969,321295,455487,227626,227861,378822,182438,196384,223954,97343,126611,98448,50514,47934,101641,51895,49746,103531,53090,50441,95073,48520,46553,94704,47823,46881,123829,62210,61619,121876,61263,60613,112582,56320,56262,97200,47833,49367,96091,46841,49250,93939,45976,47963,98778,47432,51346,90014,42189,47825,74909,34190,40719,58368,26240,32128,37763,16192,21571,25156,10396,14760,27758,10325,17433,36.6,35.4,37.8,06067,2020-04-01
6,67,California,Sacramento County,2020-04-01,1558550,762837,795713,97586,50149,47437,184142,94167,89975,81452,41313,40139,128787,65539,63248,1235544,597413,638131,1195370,577208,618162,648896,326024,322872,459441,229866,229575,377529,181918,195611,229613,99885,129728,97586,50149,47437,101819,51942,49877,103107,52919,50188,95313,48566,46747,94142,47592,46550,122023,61330,60693,124117,62498,61619,113937,56921,57016,99364,49117,50247,95083,46283,48800,94027,45973,48054,97476,46870,50606,90943,42792,48151,76279,34711,41568,60839,27385,33454,38936,16778,22158,25562,10549,15013,27997,10462,17535,36.8,35.5,38.0,06067,2020-07-01
6,67,California,Sacramento County,2020-07-01,1559146,763199,795947,97235,49983,47252,183702,93904,89798,81703,41481,40222,128183,65225,62958,1236733,598061,638672,1196506,577831,618675,649434,326386,323048,460448,230477,229971,377009,181690,195319,230866,100439,130427,97235,49983,47252,101679,51855,49824,102923,52846,50077,95204,48486,46718,93782,47423,46359,121181,60929,60252,124789,62866,61923,114443,57166,57277,100035,49516,50519,94743,46101,48642,94173,46019,48154,96965,46655,50310,91128,42915,48213,76692,34866,41826,61466,27664,33802,39203,16917,22286,25639,10572,15067,27866,10420,17446,36.8,35.6,38.1,06067,2021-07-01
6,67,California,Sacramento County,2021-07-01,1588106,783658,804448,94278,48405,45873,184596,94516,90080,84999,43473,41526,135359,68700,66659,1266079,618524,647555,1224233,597264,626969,667927,337957,329970,469297,237011,232286,382780,188149,194631,236797,103404,133393,94278,48405,45873,100810,51428,49382,105514,54315,51199,99563,50787,48776,99067,50159,48908,116740,58935,57805,127967,64618,63349,118876,60261,58615,105714,53197,52517,95777,47709,48068,97251,48434,48817,96787,47420,49367,92965,44586,48379,78659,36365,42294,64100,29038,35062,39920,17367,22553,26045,10639,15406,28073,9995,18078,37.1,36.1,38.1,06067,2022-07-01
6,67,California,Sacramento County,2022-07-01,1584169,781715,802454,92695,47549,45146,181023,92623,88400,85436,43972,41464,135309,68738,66571,1267201,619175,648026,1225015,597571,627444,666772,337717,329055,467724,236226,231498,378252,186098,192154,243730,106509,137221,92695,47549,45146,99682,50987,48695,103038,52855,50183,100329,51510,48819,98719,49981,48738,112701,56958,55743,127754,64341,63413,119066,60420,58646,108203,54507,53696,95123,47446,47677,96707,48143,48564,93945,45992,47953,92477,44517,47960,79784,36910,42874,64338,29052,35286,44303,19450,24853,26920,10975,15945,28385,10122,18263,37.4,36.4,38.4,06067,2024-01-01
6,69,California,San Benito County,2016-01-01,59270,29759,29511,3894,1973,1921,7932,4004,3928,3692,1919,1773,5698,2908,2790,45635,22856,22779,43752,21863,21889,23955,12372,11583,15431,7991,7440,15334,7620,7714,7289,3344,3945,3894,1973,1921,4294,2169,2125,4504,2281,2223,4475,2329,2146,4049,2052,1997,3825,2029,1796,4093,2141,1952,3835,1914,1921,3678,1907,1771,3934,1920,2014,4186,2076,2110,3886,1951,1935,3328,1673,1655,2637,1298,1339,1779,819,960,1153,539,614,778,357,421,942,331,611,35.6,34.8,36.5,06069,2017-07-01
6,69,California,San Benito County,2017-07-01,60190,30213,29977,3924,1956,1968,7966,3986,3980,3672,1915,1757,5749,2938,2811,46517,23344,23173,44628,22356,22272,24432,12646,11786,15924,8259,7665,15416,7687,7729,7539,3472,4067,3924,1956,1968,4273,2153,2120,4606,2299,2307,4449,2338,2111,4059,2049,2010,3972,2079,1893,4185,2209,1976,4001,2028,1973,3766,1943,1823,3902,1941,1961,4090,1997,2093,4003,2012,1991,3421,1737,1684,2679,1286,1393,1883,888,995,1245,582,663,793,373,420,939,343,596,35.7,35.1,36.5,06069,2018-07-01
6,69,California,San Benito County,2018-07-01,61415,30831,30584,3999,1986,2013,8127,4070,4057,3690,1890,1800,5767,2951,2816,47448,23835,23613,45599,22885,22714,25097,13008,12089,16555,8627,7928,15476,7706,7770,7801,3601,4200,3999,1986,2013,4299,2207,2092,4743,2323,2420,4468,2329,2139,4074,2052,2022,4149,2175,1974,4281,2246,2035,4175,2161,2014,3950,2045,1905,3887,1950,1937,4074,2020,2054,4071,2024,2047,3444,1712,1732,2740,1326,1414,1973,956,1017,1319,596,723,839,374,465,930,349,581,35.8,35.2,36.5,06069,2019-07-01
