county_fips,county_name,state,month_date,period,year,month,quarter,county_all_drugs_death_count,county_all_drugs_monthly_rate,county_fentanyl_death_count,county_fentanyl_monthly_rate,county_pct_fentanyl,county_population,lagged_neighbor_all_drugs_deaths,neighbor_all_drugs_deaths_diff,lagged_neighbor_fentanyl_deaths,neighbor_fentanyl_deaths_diff,lagged_neighbor_all_drugs_monthly_rate,neighbor_all_drugs_rate_diff,lagged_neighbor_fentanyl_monthly_rate,neighbor_fentanyl_rate_diff,lagged_neighbor_pct_fentanyl,neighbor_pct_fentanyl_diff
06059,ORANGE,CA,2023-08-01,202308,2023,8,3,32,1.0200295553563663,,,,3137164.0,414.0,-9.0,,,2.3453094236402094,-0.050984987470439336,,,,
06059,ORANGE,CA,2023-09-01,202309,2023,9,3,21,0.6693943957026155,,,,3137164.0,405.0,-110.0,,,2.29432443616977,-0.6231498468609253,,,,
06059,ORANGE,CA,2023-10-01,202310,2023,10,4,5,0.1593796180244322,,,,3137164.0,295.0,-89.0,,,1.6711745893088448,-0.5041848760965668,,,,
06059,ORANGE,CA,2023-11-01,202311,2023,11,4,5,0.1593796180244322,,,,3137164.0,206.0,-80.0,,,1.166989713212278,-0.45319988862612737,,,,
06059,ORANGE,CA,2023-12-01,202312,2023,12,4,0,0.0,,,,3137164.0,126.0,-95.0,,,0.7137898245861506,-0.5381748677435263,,,,
06061,PLACER,CA,2016-01-01,201601,2016,1,1,5,1.3287023626985413,1.0,0.1106373894396089,0.2,376307.0,,,,,,,,,,
06061,PLACER,CA,2016-02-01,201602,2016,2,1,5,1.3287023626985413,1.0,0.1106373894396089,0.2,376307.0,41.0,-1.0,5.0,0.0,2.103802648944096,-0.0513122597303437,0.25656129865171906,0.0,0.10857142857142857,0.0014285714285714457
06061,PLACER,CA,2016-03-01,201603,2016,3,1,5,1.3287023626985413,1.0,0.1106373894396089,0.2,376307.0,40.0,-1.0,5.0,0.0,2.0524903892137525,-0.0513122597303437,0.25656129865171906,0.0,0.11000000000000001,0.001578947368421027
06061,PLACER,CA,2016-04-01,201604,2016,4,2,0,0.0,0.0,0.0,0.0,376307.0,39.0,-8.0,5.0,-4.0,2.001178129483409,-0.4104980778427507,0.25656129865171906,-0.20524903892137525,0.11157894736842104,-0.09907894736842104
06061,PLACER,CA,2016-05-01,201605,2016,5,2,5,1.3287023626985413,0.0,0.0,0.0,376307.0,31.0,1.0,1.0,0.0,1.590680051640658,0.05131225973034392,0.05131225973034381,0.0,0.0125,-0.0007352941176470614
