county,year,population,fips,state,pop_date
TULARE,2021,473645.0,06107,CA,2021-07-01
TULARE,2022,474507.0,06107,CA,2022-07-01
TULARE,2023,475064.0,06107,CA,2023-07-01
TUOLUMNE,2015,53599.0,06109,CA,2015-07-01
TUOLUMNE,2016,53729.0,06109,CA,2016-07-01
TUOLUMNE,2017,53953.0,06109,CA,2017-07-01
TUOLUMNE,2018,54250.0,06109,CA,2018-07-01
TUOLUMNE,2019,54290.0,06109,CA,2019-07-01
TUOLUMNE,2020,54515.0,06109,CA,2020-07-01
TUOLUMNE,2021,54791.0,06109,CA,2021-07-01
TUOLUMNE,2022,54465.0,06109,CA,2022-07-01
TUOLUMNE,2023,54590.0,06109,CA,2023-07-01
VENTURA,2015,845599.0,06111,CA,2015-07-01
VENTURA,2016,846921.0,06111,CA,2016-07-01
VENTURA,2017,848264.0,06111,CA,2017-07-01
VENTURA,2018,847222.0,06111,CA,2018-07-01
VENTURA,2019,844203.0,06111,CA,2019-07-01
VENTURA,2020,841387.0,06111,CA,2020-07-01
VENTURA,2021,839628.0,06111,CA,2021-07-01
VENTURA,2022,831533.0,06111,CA,2022-07-01
VENTURA,2023,825653.0,06111,CA,2023-07-01
YOLO,2015,211998.0,06113,CA,2015-07-01
YOLO,2016,215569.0,06113,CA,2016-07-01
YOLO,2017,218470.0,06113,CA,2017-07-01
YOLO,2018,220082.0,06113,CA,2018-07-01
YOLO,2019,220019.0,06113,CA,2019-07-01
YOLO,2020,219728.0,06113,CA,2020-07-01
YOLO,2021,216005.0,06113,CA,2021-07-01
YOLO,2022,221639.0,06113,CA,2022-07-01
YOLO,2023,220880.0,06113,CA,2023-07-01
YUBA,2015,74039.0,06115,CA,2015-07-01
YUBA,2016,74920.0,06115,CA,2016-07-01
YUBA,2017,76575.0,06115,CA,2017-07-01
YUBA,2018,77418.0,06115,CA,2018-07-01
YUBA,2019,78549.0,06115,CA,2019-07-01
YUBA,2020,80160.0,06115,CA,2020-07-01
YUBA,2021,81827.0,06115,CA,2021-07-01
YUBA,2022,82193.0,06115,CA,2022-07-01
YUBA,2023,82677.0,06115,CA,2023-07-01
